season,player,position,age,team,games,player_efficiency_rating,points,rebounds,assists,steals,blocks
1975,Jim Barnett,SG,30,NYK,28,9.8,183,51,39,12,0
1975,Jim Brewer,PF,23,CLE,82,14.6,685,509,128,77,43
1975,Jim Chones,C,25,CLE,72,16.1,1044,677,132,49,120
1975,Jim Cleamons,PG,25,CLE,74,13.8,882,329,381,84,21
1975,Jim Davis,C,33,DET,79,14.5,321,285,90,50,36
1975,Jim Fox,C,31,SEA,75,14.7,676,491,137,48,17
1975,Jim McMillian,SF,26,BUF,62,14.7,888,385,156,69,15
1975,Jim Owens,SF,24,PHO,41,9.3,124,43,49,16,2
1975,Jim Price,PG,25,LAL,9,19.7,191,43,63,21,3
1975,Jim Price,PG,25,MIL,41,15.4,612,155,223,90,21
1975,Jim Washington,PF,31,ATL,38,10.9,269,193,68,23,13
1975,Jim Washington,PF,31,BUF,42,10.6,175,197,43,11,13
1975,Jimmy Jones,PG,30,WSB,73,13.2,517,137,162,76,10
1975,Jimmy Walker,SG,30,KCO,81,12.7,1353,239,226,85,13
1975,Jo Jo,PG,28,BOS,82,14.9,1502,311,458,128,17
1975,John Block,PF,30,NOJ,4,15.2,27,18,7,4,1
1975,John Block,PF,30,CHI,50,17.2,405,214,44,38,31
1975,John Brisker,SG,27,SEA,21,15.4,162,33,19,7,3
1975,John Brown,SF,23,ATL,73,13.9,815,434,133,54,15
1975,John Drew,PF,20,ATL,78,21.4,1442,836,138,119,39
1975,John Gianelli,C,24,NYK,80,12.4,821,689,163,38,118
1975,John Havlicek,SF,34,BOS,82,16.7,1573,484,432,110,16
1975,John Hummer,PF,26,SEA,43,5.6,96,104,38,8,7
1975,John Johnson,SF,27,POR,80,16.7,1290,501,240,75,39
1975,John Mengelt,SG,25,DET,80,14.7,883,191,201,72,4
1975,John Tschogl,SF,24,PHI,39,7.8,119,111,30,25,25
1975,John Wetzel,SG,30,ATL,63,12.2,242,114,77,51,8
1975,Jon McGlocklin,SG,31,MIL,79,13.2,709,119,255,51,6
1975,Kareem Abdul-Jabbar,C,27,MIL,65,26.4,1949,912,264,65,212
1975,Keith Erickson,SF,30,PHO,49,13.9,604,243,170,50,12
1975,Ken Boyd,SF,22,NOJ,6,25.3,19,5,2,3,0
1975,Ken Charles,SG,23,BUF,79,12.5,600,164,171,87,20
1975,Ken Durrett,SF,26,KCO,21,11.2,75,40,8,5,4
1975,Ken Durrett,SF,26,PHI,27,9.4,90,62,10,4,4
1975,Kenny McIntosh,SF,26,SEA,6,4.7,18,15,7,4,3
1975,Kermit Washington,PF,23,LAL,55,12,246,350,66,25,32
1975,Kevin Kunnert,C,23,HOU,75,17.7,808,631,108,34,84
1975,Kevin Porter,PG,24,WSB,81,16,943,152,650,152,11
1975,Kevin Restani,PF,23,MIL,76,9.7,411,403,119,36,19
1975,Kevin Stacom,SG,23,BOS,61,12,173,55,49,11,3
1975,Lamar Green,C,27,NOJ,15,8.4,57,109,16,4,5
1975,Larry McNeill,PF,24,KCO,80,15.5,781,497,73,69,27
1975,Larry Steele,SG,25,POR,76,13.1,652,226,287,183,16
1975,LaRue Martin,C,24,POR,81,13.6,571,408,69,33,49
1975,Lee Winfield,PG,27,BUF,68,11.8,377,126,134,43,30
1975,Len Kosmalski,C,23,KCO,67,10,90,119,41,6,6
1975,Lenny Wilkens,PG,37,POR,65,16.6,420,120,235,77,9
1975,Leon Benbow,SG,24,CHI,39,10.8,85,38,25,11,6
1975,Leonard Gray,PF,23,SEA,75,12.6,860,478,163,63,24
1975,Leroy Ellis,PF,34,PHI,82,12.3,646,582,117,44,55
1975,Lloyd Neal,PF,24,POR,82,15.4,1007,687,139,43,87
1975,Lou Hudson,SG,30,ATL,11,17.4,242,47,40,13,2
1975,Louie Nelson,PG,23,NOJ,72,12.8,806,196,178,65,6
1975,Lucius Allen,PG,27,MIL,10,15.7,167,31,53,14,1
1975,Lucius Allen,PG,27,LAL,56,17.8,1093,247,319,122,28
1975,Luke Witte,C,24,CLE,39,12.5,85,92,15,4,22
1975,Matt Guokas,SG,30,CHI,82,10,588,139,178,45,17
1975,Mel Counts,C,33,NOJ,75,14.8,520,441,182,49,43
1975,Mel Davis,PF,24,NYK,62,12.6,356,321,54,16,8
1975,Mickey Davis,SF,24,MIL,75,14.4,426,237,79,30,5
1975,Mickey Johnson,PF,22,CHI,38,17.6,143,94,20,10,11
1975,Mike Bantom,SF,23,PHO,82,15.5,1021,553,159,62,47
1975,Mike D'Antoni,SG,23,KCO,67,10.8,166,77,107,67,12
1975,Mike Newlin,SG,26,HOU,79,15.1,1137,260,403,111,7
1975,Mike Riordan,SF,29,WSB,74,15.1,1138,284,198,72,6
1975,Mike Sojourner,C,21,ATL,73,14.1,851,642,93,35,57
1975,Nate Hawthorne,SG,25,PHO,50,13.3,297,92,39,30,21
1975,Nate Thurmond,C,33,CHI,80,13.4,632,904,328,46,195
1975,Nate Williams,SG,24,KCO,50,16.1,627,179,78,53,24
1975,Nate Williams,SG,24,NOJ,35,19.5,502,158,67,44,6
1975,Neal Walk,C,26,NOJ,37,15.4,366,262,101,30,20
1975,Neal Walk,C,26,NYK,30,13,116,77,22,7,3
1975,Nick Weatherspoon,SF,24,WSB,82,14.5,615,346,51,65,21
1975,Norm Van,PG,27,CHI,70,15.5,1050,328,403,139,14
1975,Ollie Johnson,SF,25,NOJ,43,10.8,340,177,80,42,20
1975,Ollie Johnson,SF,25,KCO,30,11.3,161,66,30,17,13
1975,Otto Moore,C,28,DET,2,5.4,3,2,1,0,1
1975,Otto Moore,C,28,NOJ,40,11.6,279,328,82,21,39
1975,Owen Wells,SF,24,HOU,33,12.9,99,35,22,9,3
1975,Pat Riley,SF,29,LAL,46,12.4,507,85,121,36,4
1975,Paul Ruffner,C,26,BUF,22,12.1,45,22,7,3,3
1975,Paul Silas,PF,31,BOS,82,14.6,868,1025,224,60,22
1975,Paul Westphal,SG,24,BOS,82,17.3,803,163,235,78,33
1975,Perry Warbington,PG,22,PHI,5,3.1,10,8,16,0,0
1975,Pete Maravich,SG,27,NOJ,79,18.3,1700,422,488,120,18
1975,Phil Chenier,SG,24,WSB,77,17.7,1681,292,248,176,58
1975,Phil Hankinson,SF,23,BOS,3,16.9,12,7,2,1,0
1975,Phil Jackson,PF,29,NYK,78,13.7,841,600,136,84,53
1975,Phil Lumpkin,PG,23,POR,48,11.5,202,59,177,20,3
1975,Phil Smith,SG,22,GSW,74,17.6,569,140,135,62,0
1975,Randy Smith,SG,26,BUF,82,17.1,1456,344,534,137,3
1975,Rick Adelman,PG,28,CHI,12,11.3,114,26,35,16,1
1975,Rick Adelman,PG,28,NOJ,28,11.2,175,55,69,47,6
1975,Rick Adelman,PG,28,KCO,18,10,30,14,8,7,1
1975,Rick Barry,SF,30,GSW,80,23.5,2450,456,492,228,33
1975,Rick Roberson,C,27,NOJ,16,13.1,119,118,23,7,8
1975,Rod Derline,SG,22,SEA,58,12.2,327,59,45,23,4
1975,Ron Behagen,PF,24,KCO,81,12.6,865,592,153,60,42
1975,Ron Riley,PF,24,HOU,77,11.4,463,380,130,56,22
1975,Ron Williams,PG,30,MIL,46,9.2,148,43,71,23,2
1975,Rowland Garrett,SF,24,CHI,70,14.2,533,247,43,24,13
1975,Rudy Tomjanovich,PF,26,HOU,81,17.8,1677,613,236,76,24
1975,Russ Lee,SF,25,NOJ,15,13.1,65,31,7,11,3
1975,Sam Lacey,C,26,KCO,81,15.3,928,1149,428,139,168
1975,Scott Wedman,SF,22,KCO,80,12,889,490,129,81,27
1975,Sidney Wicks,PF,25,POR,82,19.7,1778,877,287,108,80
1975,Slick Watts,PG,23,SEA,82,15.2,557,262,499,190,12
1975,Spencer Haywood,PF,25,SEA,68,19,1525,630,137,54,108
1975,Stan Love,PF,25,LAL,30,14.7,217,97,26,16,13
1975,Stan Washington,SG,23,WSB,1,-10.3,0,0,0,0,0
1975,Steve Bracey,SG,24,GSW,42,12.4,133,38,52,14,1
1975,Steve Downing,C,24,BOS,3,-6.5,0,2,0,0,0
1975,Steve Hawes,C,24,HOU,55,16.7,325,275,88,36,36
1975,Steve Kuberski,SF,27,MIL,59,11.6,168,123,35,11,3
1975,Steve Mix,PF,27,PHI,46,16.4,719,500,99,79,21
1975,Steve Patterson,C,26,CLE,81,11.3,370,329,93,21,20
1975,Stu Lantz,SG,28,NOJ,19,9.7,125,24,30,12,2
1975,Stu Lantz,SG,28,LAL,56,12.4,523,170,158,44,10
1975,Tal Skinner,SF,22,SEA,73,9,347,344,85,49,17
1975,Terry Driscoll,PF,27,MIL,11,5.3,7,16,3,1,0
1975,Tiny Archibald,PG,26,KCO,82,21.7,2170,222,557,119,7
1975,Toby Kimball,PF,32,NOJ,3,7.3,20,26,4,2,0
1975,Tom Boerwinkle,C,29,CHI,80,18.6,337,380,272,25,45
1975,Tom Burleson,C,22,SEA,82,16.1,826,572,115,64,153
1975,Tom Henderson,PG,23,ATL,79,13.8,902,212,314,105,7
1975,Tom Kozelko,PF,23,WSB,73,6.7,151,140,41,28,5
1975,Tom Riker,C,24,NYK,51,9.4,152,107,19,15,5
1975,Tom Van,SF,31,PHI,9,12.7,126,29,16,13,0
1975,Tom Van,SF,31,ATL,73,13.9,1382,249,207,78,3
1975,Truck Robinson,PF,23,WSB,76,15.1,442,301,40,36,32
1975,Walt Bellamy,C,35,NOJ,1,16.4,6,5,0,0,0
1975,Walt Frazier,PG,29,NYK,78,19.9,1675,465,474,190,14
1975,Walt Wesley,C,30,PHI,4,10.7,12,8,1,0,0
1975,Walt Wesley,C,30,MIL,41,12.2,88,55,11,7,5
1975,Wardell Jackson,SF,23,SEA,56,7,243,133,30,26,5
1975,Wes Unseld,C,28,WSB,73,15,672,1077,297,115,68
1975,Willie Norwood,SF,27,DET,24,17.3,159,88,16,23,0
1975,Zaid Abdul-Aziz,C,28,HOU,65,17.1,629,488,84,37,74
1975,Zelmo Beaty,C,35,LAL,69,12.8,380,327,74,45,29
1974,Allan Bristow,SF,22,PHI,55,15,258,167,92,29,1
1974,Allie McGuire,SG,22,NYK,2,10.3,4,2,1,0,0
1974,Archie Clark,PG,32,CAP,56,14.4,733,141,285,59,6
1974,Art Williams,PG,34,BOS,67,14.7,173,115,163,44,3
1974,Austin Carr,SG,25,CLE,81,15.8,1775,289,305,92,14
1974,Barry Clemens,SF,30,CLE,71,13.4,388,166,80,36,2
1974,Ben Kelso,SG,24,DET,46,6.8,85,31,18,12,1
1974,Bernie Fryer,SG,24,POR,80,13.2,559,159,279,92,10
1974,Bill Bradley,SF,30,NYK,82,11.1,1150,253,242,42,21
1974,Bill Bridges,PF,34,LAL,65,11.6,548,499,148,58,31
1974,Bill Chamberlain,SF,24,PHO,28,14.2,153,80,37,20,12
1974,Bingo Smith,SF,27,CLE,82,13.9,1211,435,198,89,30
1974,Bob Christian,C,27,PHO,81,11.7,386,339,98,19,32
1974,Bob Dandridge,SF,26,MIL,71,17,1341,479,201,111,41
1974,Bob Kauffman,PF,27,BUF,74,13.1,449,326,142,37,18
1974,Bob Lanier,C,25,DET,81,23.9,1822,1074,343,110,247
1974,Bob Love,PF,31,CHI,82,13.7,1785,492,130,84,28
1974,Bob McAdoo,C,22,BUF,74,24.7,2261,1117,170,88,246
1974,Bob Nash,SF,23,DET,35,10.5,106,74,14,3,10
1974,Bob Rule,C,29,CLE,26,10.8,186,103,47,12,10
1974,Bob Verga,SG,28,POR,21,13.3,104,18,17,12,0
1974,Bob Weiss,SG,31,CHI,79,15.4,668,103,303,104,12
1974,Bud Stallworth,SF,24,SEA,67,8.4,424,174,33,21,12
1974,Butch Beard,PG,26,GSW,79,15.5,805,389,300,105,9
1974,Calvin Murphy,PG,25,HOU,81,20,1652,188,603,157,4
1974,Cazzie Russell,SF,29,GSW,82,17.6,1684,353,192,54,17
1974,Charles Johnson,PG,24,GSW,59,12.3,426,175,102,62,7
1974,Charlie Davis,SG,24,POR,8,8.2,31,11,11,2,0
1974,Charlie Scott,PG,25,PHO,52,18.8,1322,222,271,99,22
1974,Chet Walker,SF,33,CHI,82,18.5,1583,406,200,68,4
1974,Chris Ford,SG,25,DET,82,12.9,585,304,279,148,14
1974,Chuck Terry,SF,23,MIL,7,7,8,3,4,2,0
1974,Clem Haskins,SG,30,PHO,81,16,899,222,259,81,16
1974,Cliff Meely,PF,26,HOU,77,13,750,439,124,53,77
1974,Clifford Ray,C,25,CHI,80,15.7,747,977,246,58,173
1974,Clyde Lee,PF,29,GSW,54,9.8,320,598,68,27,17
1974,Connie Hawkins,SF,31,PHO,8,14.9,90,43,28,8,3
1974,Connie Hawkins,SF,31,LAL,71,15.5,909,522,379,105,78
1974,Corky Calhoun,SF,23,PHO,77,9.8,634,407,135,71,30
1974,Cornell Warner,C,25,CLE,5,6.4,8,17,4,0,2
1974,Cornell Warner,C,25,MIL,67,12.1,425,380,67,27,40
1974,Curtis Perry,PF,25,MIL,81,13.2,728,703,183,104,97
1974,Curtis Rowe,PF,24,DET,82,12.2,878,515,136,49,36
1974,Dale Schlueter,C,28,ATL,57,13.3,164,155,45,25,22
1974,Dave Bing,PG,30,DET,81,16.4,1520,281,555,109,17
1974,Dave Cowens,C,25,BOS,80,16.6,1518,1257,354,95,101
1974,Dave DeBusschere,PF,33,NYK,71,16.3,1282,757,253,67,39
1974,Dave Stallworth,SF,32,CAP,45,15,197,125,25,28,4
1974,Dave Wohl,PG,24,BUF,41,10.8,162,29,127,33,1
1974,Dave Wohl,PG,24,HOU,26,16,155,17,109,43,1
1974,Dean Meminger,SG,25,NYK,78,11.7,651,281,162,62,8
1974,Dennis Awtrey,C,25,CHI,68,11.4,184,174,86,22,14
1974,Dennis Bell,SF,22,NYK,1,-6.8,0,0,0,0,0
1974,Derrek Dickey,PF,22,GSW,66,13.4,281,339,54,17,15
1974,Dick Barnett,SG,37,NYK,5,9.4,22,4,6,1,0
1974,Dick Cunningham,C,27,MIL,8,6.1,6,16,0,2,2
1974,Dick Garrett,SG,27,NYK,25,6,74,26,14,7,1
1974,Dick Garrett,SG,27,MIL,15,7.2,27,14,9,3,0
1974,Dick Gibbs,SF,25,SEA,71,12.4,766,223,79,39,18
1974,Dick Snyder,SG,29,SEA,74,14.5,1338,306,265,90,26
1974,Dick Van,SG,30,PHO,78,15.5,1389,221,324,96,17
1974,Don Adams,SF,26,DET,74,10.9,759,448,141,110,12
1974,Don Chaney,SG,27,BOS,81,12.9,845,378,176,83,62
1974,Don Kojis,SF,35,KCO,77,15.6,1010,383,110,77,15
1974,Don May,SF,28,PHI,56,12.5,393,136,63,25,8
1974,Don Nelson,SF,33,BOS,82,16.1,943,345,162,19,13
1974,Doug Collins,SG,22,PHI,25,10.5,199,46,40,13,2
1974,Dwight Davis,PF,24,CLE,76,13.5,949,644,186,63,74
1974,Dwight Jones,PF,21,ATL,74,14.6,592,454,86,29,64
1974,E.C. Coleman,PF,23,HOU,58,11.3,303,252,76,37,20
1974,Earl Monroe,SG,29,NYK,41,14.5,573,121,110,34,19
1974,Ed Ratleff,SF,23,HOU,81,12.5,611,286,181,90,27
1974,Elmore Smith,C,24,LAL,81,14.5,1015,906,150,71,393
1974,Elvin Hayes,PF,28,CAP,81,18.2,1735,1463,163,86,240
1974,Ernie DiGregorio,PG,23,BUF,81,13.6,1234,219,663,59,9
1974,Fred Brown,SG,25,SEA,82,17.9,1351,401,414,136,18
1974,Fred Carter,SG,28,PHI,78,15.7,1666,371,443,113,23
1974,Fred Foster,SF,27,CLE,58,12.1,278,108,62,19,6
1974,Freddie Boyd,PG,23,PHI,75,10.9,713,93,249,60,9
1974,Gail Goodrich,SG,30,LAL,82,18.5,2076,250,427,126,12
1974,Gar Heard,PF,25,BUF,81,16,1239,947,180,136,230
1974,Gary Melchionni,PG,23,PHO,69,13,496,142,142,41,9
1974,Geoff Petrie,PG,25,POR,73,17.4,1771,208,315,84,15
1974,George Johnson,C,26,HOU,26,8.4,54,61,9,8,8
1974,George Johnson,C,25,GSW,66,15.9,405,522,73,35,124
1974,George Trapp,PF,25,DET,82,14.8,765,313,81,47,33
1974,Greg Smith,SF,27,POR,67,10.6,246,189,78,41,6
1974,Hank Finkel,C,31,BOS,60,11.6,148,135,27,3,7
1974,Happy Hairston,PF,31,LAL,77,17.2,1113,1040,208,64,17
1974,Harthorne Wingo,PF,26,NYK,60,14.3,212,166,25,7,14
1974,Henry Bibby,PG,24,NYK,66,15.7,493,133,91,65,2
1974,Herm Gilliam,PG,27,ATL,62,15.8,874,267,355,134,18
1974,Howard Komives,PG,32,KCO,44,8.1,189,43,97,32,3
1974,Howard Porter,SF,25,CHI,73,15.4,684,285,32,23,39
1974,Jack Marin,SF,29,HOU,47,13.1,502,106,121,23,8
1974,Jack Marin,SF,29,BUF,27,16.6,361,122,46,23,18
1974,Jeff Mullins,SG,31,GSW,77,15.1,1250,276,305,69,22
1974,Jerry Lucas,C,33,NYK,73,12.6,455,374,230,28,24
1974,Jerry Sloan,SG,31,CHI,77,12.6,1018,556,149,183,10
1974,Jerry West,PG,35,LAL,31,22.4,629,116,206,81,23
1974,Jim Barnett,SG,29,GSW,77,16.4,884,222,209,56,11
1974,Jim Brewer,PF,22,CLE,82,10.9,500,524,149,46,35
1974,Jim Cleamons,PG,24,CLE,81,12.5,565,230,227,61,17
1974,Jim Davis,C,32,DET,78,13.7,324,293,86,39,30
1974,Jim Fox,C,30,SEA,78,16.3,885,714,227,56,21
1974,Jim Garvin,PF,23,BUF,6,3.9,2,5,0,0,0
1974,Jim McDaniels,C,25,SEA,27,10.1,149,128,24,7,15
1974,Jim McMillian,SF,25,BUF,82,15.6,1525,610,256,129,26
1974,Jim Owens,SF,23,PHO,17,18.1,53,9,15,5,0
1974,Jim Price,PG,24,LAL,82,15.5,1263,378,369,157,29
1974,Jim Washington,PF,30,ATL,73,11.9,728,735,156,49,74
1974,Jimmy Walker,SG,29,HOU,3,10,14,2,4,0,0
1974,Jimmy Walker,SG,29,KCO,72,14.6,1423,202,303,81,9
1974,Jo Jo,PG,27,BOS,82,14,1488,351,448,105,25
1974,Joe Ellis,SF,29,GSW,50,8.5,140,122,37,33,9
1974,Joe Reaves,SF,23,PHO,7,10.8,16,8,1,0,2
1974,John Block,PF,29,KCO,82,13.2,714,389,94,68,35
1974,John Brisker,SF,26,SEA,35,17.3,438,146,56,28,6
1974,John Brown,SF,22,ATL,77,12.8,717,441,114,29,16
1974,John Gianelli,C,23,NYK,70,13,508,343,77,23,42
1974,John Havlicek,SF,33,BOS,76,17.4,1716,487,447,95,32
1974,John Hummer,PF,25,CHI,18,10.3,60,37,13,3,1
1974,John Hummer,PF,25,SEA,35,12.2,287,246,94,25,21
1974,John Johnson,SF,26,POR,69,16.8,1130,515,284,69,29
1974,John Mengelt,SG,24,DET,77,13.8,680,206,148,68,7
1974,John Tschogl,SF,23,ATL,64,7.2,128,76,33,17,20
1974,John Warren,SG,26,CLE,69,11.3,299,128,62,27,6
1974,John Wetzel,SG,29,ATL,70,9.2,255,170,138,73,19
1974,Jon McGlocklin,SG,30,MIL,79,12,730,139,241,43,7
1974,Justus Thigpen,SG,26,KCO,1,20.6,2,1,0,0,0
1974,Kareem Abdul-Jabbar,C,26,MIL,81,24.4,2191,1178,386,112,283
1974,Keith Erickson,SF,29,PHO,66,15.3,963,414,205,63,20
1974,Ken Charles,SG,22,BUF,59,10.2,229,65,54,31,10
1974,Ken Durrett,SF,25,KCO,45,13,214,78,19,13,5
1974,Kenny McIntosh,SF,25,SEA,69,7.3,511,361,94,52,29
1974,Kermit Washington,PF,22,LAL,45,15.6,172,147,19,21,18
1974,Kevin Kunnert,C,22,BUF,39,12.1,109,106,25,5,25
1974,Kevin Kunnert,C,22,HOU,25,13,122,111,18,5,29
1974,Kevin Porter,PG,23,CAP,81,16.7,1134,179,469,95,9
1974,Lamar Green,PF,26,PHO,72,9.6,296,350,43,32,38
1974,Larry Cannon,SG,26,PHI,19,10.2,117,36,52,7,4
1974,Larry Jones,PG,31,PHI,72,13.7,723,184,230,85,18
1974,Larry McNeill,PF,23,KCO,54,20.9,311,146,24,35,6
1974,Larry Steele,SG,24,POR,81,12.8,785,310,323,217,32
1974,LaRue Martin,C,23,POR,50,14,244,181,20,7,26
1974,Lee Winfield,PG,26,BUF,36,8.1,107,43,47,15,5
1974,Lenny Wilkens,PG,36,CLE,74,18.7,1213,277,522,97,17
1974,Leroy Ellis,C,33,PHI,81,13.2,799,890,189,86,87
1974,Lloyd Neal,PF,23,POR,80,15.6,609,494,89,45,73
1974,Lou Hudson,SF,29,ATL,65,19.5,1651,350,213,160,29
1974,Louie Nelson,SG,22,CAP,49,13.7,239,70,52,31,2
1974,Lucius Allen,PG,26,MIL,72,18.8,1268,291,374,137,22
1974,Luke Witte,C,23,CLE,57,12.7,256,227,41,8,22
1974,Luther Rackley,C,27,PHI,9,10.9,18,22,0,3,4
1974,Manny Leaks,C,28,CAP,53,9.4,216,244,25,10,39
1974,Mark Sibley,SG,23,POR,28,9.3,46,25,13,4,1
1974,Matt Guokas,SG,29,KCO,9,10,90,21,36,8,1
1974,Matt Guokas,SG,29,HOU,39,8.6,207,60,133,27,14
1974,Matt Guokas,SG,29,BUF,27,9.5,132,40,69,19,6
1974,Mel Counts,C,32,LAL,45,11.4,146,146,54,20,23
1974,Mel Davis,PF,23,NYK,30,10.5,78,54,8,3,4
1974,Mickey Davis,SF,23,MIL,73,15.5,431,224,87,27,5
1974,Mike Bantom,PF,22,PHO,76,11.7,769,519,163,50,47
1974,Mike D'Antoni,SG,22,KCO,52,10.4,247,93,123,75,15
1974,Mike Macaluso,SF,22,BUF,30,10.2,48,25,3,7,1
1974,Mike Newlin,SG,25,HOU,76,16.6,1400,262,363,87,9
1974,Mike Ratliff,C,22,KCO,2,0,0,0,0,0,0
1974,Mike Riordan,SF,28,CAP,81,12.5,1290,380,264,102,14
1974,Milt Williams,PG,28,SEA,53,11.9,165,47,103,25,0
1974,Mo Layton,PG,25,POR,22,12,124,33,51,9,1
1974,Nate Hawthorne,SG,24,LAL,33,12.8,106,32,23,9,6
1974,Nate Thurmond,C,32,GSW,62,15,807,878,165,41,179
1974,Nate Williams,SF,23,KCO,82,15.5,1269,344,182,149,34
1974,Neal Walk,C,25,PHO,82,19.1,1381,837,331,73,57
1974,Nick Weatherspoon,SF,23,CAP,65,13.2,494,397,38,48,16
1974,Norm Van,PG,26,CHI,80,15.5,1142,377,548,162,7
1974,Ollie Johnson,SF,24,POR,79,11.8,495,324,167,60,30
1974,Oscar Robertson,PG,35,MIL,70,14.2,888,279,446,77,4
1974,Otto Moore,C,27,HOU,13,10.4,68,84,18,10,18
1974,Otto Moore,C,27,KCO,65,15.4,211,200,47,16,31
1974,Pat Riley,SG,28,LAL,72,12.3,684,128,148,54,3
1974,Paul McCracken,SG,23,HOU,4,6.1,2,6,2,0,0
1974,Paul Ruffner,C,25,BUF,20,11.7,30,11,0,1,1
1974,Paul Silas,PF,30,BOS,82,14.5,944,915,186,63,20
1974,Paul Westphal,SG,23,BOS,82,16.1,588,143,171,39,34
1974,Pete Maravich,SG,26,ATL,76,20.3,2107,374,396,111,13
1974,Phil Chenier,SG,23,CAP,76,17.2,1668,388,239,155,67
1974,Phil Hankinson,SF,22,BOS,28,18.1,110,50,4,3,1
1974,Phil Jackson,PF,28,NYK,82,15,913,478,134,42,67
1974,Randy Smith,SG,25,BUF,82,15.9,1267,315,383,203,4
1974,Rich Rinaldi,SG,24,CAP,7,4.4,9,7,10,3,1
1974,Rick Adelman,PG,27,CHI,55,10,182,69,56,36,1
1974,Rick Barry,SF,29,GSW,80,22.4,2009,540,484,169,40
1974,Rick Roberson,C,26,POR,69,16.1,933,701,133,65,55
1974,Rod Freeman,SF,23,PHI,35,10.9,106,54,14,12,1
1974,Ron Behagen,PF,23,KCO,80,13.9,876,567,134,56,37
1974,Ron Riley,PF,23,KCO,12,11.4,62,56,8,3,2
1974,Ron Riley,PF,23,HOU,36,10.7,124,121,29,15,22
1974,Ron Williams,PG,29,MIL,71,13.1,444,69,153,49,2
1974,Rowland Garrett,SF,23,CHI,41,9.2,157,70,11,5,9
1974,Rudy Tomjanovich,SF,25,HOU,80,20.5,1961,717,250,89,66
1974,Russ Lee,SF,24,MIL,36,15.5,87,40,20,11,0
1974,Sam Lacey,C,25,KCO,79,17.5,1119,1055,299,126,184
1974,Sidney Wicks,PF,24,POR,75,19,1684,684,326,90,63
1974,Slick Watts,PG,22,SEA,62,14.7,496,182,351,115,13
1974,Spencer Haywood,PF,24,SEA,75,19.4,1761,1007,240,65,106
1974,Stan Love,PF,24,LAL,51,11.9,287,170,48,28,20
1974,Stan McKenzie,SG,29,HOU,11,4,20,16,6,3,0
1974,Steve Bracey,PG,23,ATL,75,12.5,551,146,231,60,5
1974,Steve Downing,C,23,BOS,24,10.2,64,39,11,5,0
1974,Steve Kuberski,PF,26,BOS,78,10.9,400,237,38,7,7
1974,Steve Mix,PF,26,PHI,82,16.3,1218,864,152,212,37
1974,Steve Patterson,C,25,CLE,76,13.6,593,619,165,48,58
1974,Stu Lantz,SG,27,DET,50,14.4,447,113,97,38,3
1974,Ted Manakas,SG,22,KCO,5,7.2,12,3,2,1,0
1974,Terry Driscoll,PF,26,MIL,64,11.9,206,199,54,21,16
1974,Tiny Archibald,PG,25,KCO,35,18.3,617,85,266,56,7
1974,Toby Kimball,PF,31,PHI,75,13.9,559,552,73,49,23
1974,Tom Boerwinkle,C,28,CHI,46,15.4,158,213,94,16,18
1974,Tom Ingelsby,PG,22,ATL,48,9.5,129,44,37,19,4
1974,Tom Kozelko,PF,22,CAP,49,9.4,141,124,25,21,7
1974,Tom Patterson,SF,25,CAP,2,11,1,2,2,0,0
1974,Tom Riker,C,23,NYK,17,19.9,38,15,3,0,0
1974,Tom Van,SF,30,PHI,78,12.5,1526,393,202,62,3
1974,Travis Grant,SF,24,LAL,3,-1.5,3,1,0,0,0
1974,Vester Marshall,SF,25,SEA,13,3.4,17,37,4,4,3
1974,Walt Bellamy,C,34,ATL,77,15.2,1011,740,189,52,48
1974,Walt Frazier,PG,28,NYK,80,18.7,1643,536,551,161,15
1974,Walt Hazzard,PG,31,SEA,49,12.6,186,57,122,26,6
1974,Walt Wesley,C,29,CAP,39,15.1,168,136,14,9,20
1974,Wes Unseld,C,27,CAP,56,11.1,328,517,159,56,16
1974,Willie Norwood,SF,26,DET,74,15.8,589,229,58,60,9
1974,Willis Reed,C,31,NYK,19,15.9,210,141,30,12,21
1974,Zaid Abdul-Aziz,C,27,HOU,79,15.9,865,923,166,80,104
1973,Archie Clark,PG,31,BAL,39,18.3,715,129,275,0,0
1973,Art Williams,PG,33,BOS,81,13.2,263,182,236,0,0
1973,Austin Carr,SG,24,CLE,82,15.4,1685,369,279,0,0
1973,Barry Clemens,SF,29,CLE,72,14.9,471,211,115,0,0
1973,Bill Bradley,SF,29,NYK,82,13.8,1319,301,367,0,0
1973,Bill Bridges,PF,33,PHI,10,13.3,140,122,23,0,0
1973,Bill Bridges,PF,33,LAL,72,12.7,705,782,196,0,0
1973,Bill Hewitt,PF,28,BUF,73,9.8,345,368,110,0,0
1973,Bill Turner,PF,28,POR,2,1.5,4,2,0,0,0
1973,Bill Turner,PF,28,LAL,19,7.2,38,25,11,0,0
1973,Bingo Smith,SG,26,CLE,73,16.3,600,199,108,0,0
1973,Bob Christian,C,26,ATL,55,14.5,230,305,47,0,0
1973,Bob Dandridge,SF,25,MIL,73,16.2,1474,600,207,0,0
1973,Bob Davis,SF,22,POR,9,-1,16,5,2,0,0
1973,Bob Kauffman,SF,26,BUF,77,18.4,1350,855,396,0,0
1973,Bob Lanier,C,24,DET,81,22.1,1927,1205,260,0,0
1973,Bob Love,PF,30,CHI,82,16.4,1895,532,119,0,0
