season,player,position,age,team,games,player_efficiency_rating,points,rebounds,assists,steals,blocks
2012,Brad Miller,C,35,MIN,15,10.7,35,19,24,4,2
2012,Brandan Wright,C,24,DAL,49,21.6,340,174,13,22,63
2012,Brandon Bass,PF,26,BOS,59,14.1,738,365,55,34,54
2012,Brandon Jennings,PG,22,MIL,66,18.4,1260,226,365,104,22
2012,Brandon Knight,PG,20,DET,66,11.7,847,211,251,49,10
2012,Brandon Rush,SF,26,GSW,65,15.2,634,251,88,35,58
2012,Brendan Haywood,C,32,DAL,54,12.9,281,324,19,24,54
2012,Brian Cardinal,SF,34,DAL,44,3.3,43,34,16,8,2
2012,Brian Cook,PF,31,LAC,16,0,31,23,2,2,4
2012,Brian Cook,PF,31,WAS,16,10.4,50,40,8,4,1
2012,Brian Scalabrine,PF,33,CHI,28,13.5,32,21,15,5,6
2012,Brian Skinner,C,35,MEM,1,-14.6,0,0,0,0,0
2012,Brook Lopez,C,23,NJN,5,21.9,96,18,6,1,4
2012,Byron Mullens,C,22,CHA,65,13,606,327,57,21,52
2012,C.J. Miles,SG,24,UTA,56,12.4,508,116,69,46,18
2012,C.J. Watson,PG,27,CHI,49,13.3,474,105,200,45,8
2012,Carl Landry,PF,28,NOH,41,18.2,511,214,38,13,12
2012,Carldell Johnson,PG,29,NOH,15,8.9,27,9,22,8,0
2012,Carlos Boozer,PF,30,CHI,66,19.7,991,564,125,63,24
2012,Carlos Delfino,SF,29,MIL,54,11.7,488,208,123,79,10
2012,Carmelo Anthony,SF,27,NYK,55,21.1,1245,344,200,62,24
2012,Caron Butler,SF,31,LAC,63,11.7,753,230,78,52,9
2012,Cartier Martin,SF,27,WAS,17,12.8,158,58,10,11,2
2012,Chandler Parsons,SF,23,HOU,63,13.3,599,300,134,73,29
2012,Channing Frye,PF,28,PHO,64,14.9,674,379,88,42,70
2012,Charles Jenkins,PG,22,GSW,51,12.4,297,68,170,33,6
2012,Charlie Villanueva,PF,27,DET,13,16.2,91,48,6,7,5
2012,Chase Budinger,SF,23,HOU,58,14.9,558,217,74,29,7
2012,Chauncey Billups,SG,35,LAC,20,16.1,299,50,80,9,3
2012,Chris Andersen,C,33,DEN,32,18.9,168,148,6,19,46
2012,Chris Bosh,PF,27,MIA,57,18.9,1025,452,103,51,45
2012,Chris Duhon,PG,29,ORL,63,8.4,237,102,151,35,9
2012,Chris Johnson,C,26,POR,20,11.4,32,18,1,1,8
2012,Chris Johnson,C,26,NOH,7,10.1,23,22,1,5,1
2012,Chris Kaman,C,29,NOH,47,15.3,616,364,101,25,77
2012,Chris Paul,PG,26,LAC,60,27,1189,213,543,152,4
2012,Chris Singleton,SF,22,WAS,66,8.3,306,233,49,70,30
2012,Chris Wilcox,C,29,BOS,28,12.4,152,122,12,11,9
2012,Chris Wright,SF,23,GSW,24,18.6,70,45,4,7,13
2012,Christian Eyenga,SF,22,CLE,6,2.1,9,12,4,3,4
2012,Christian Eyenga,SF,22,LAL,1,16.7,8,2,1,0,1
2012,Chuck Hayes,C,28,SAC,54,8.9,172,234,77,36,17
2012,Cole Aldrich,C,23,OKC,26,17.7,57,48,3,8,16
2012,Corey Brewer,SF,25,DEN,59,13.7,525,150,88,72,17
2012,Corey Maggette,SF,32,CHA,32,14.1,480,125,39,23,1
2012,Cory Higgins,PG,22,CHA,38,4.1,150,35,36,5,6
2012,Cory Joseph,PG,20,SAS,29,6.9,58,25,34,7,3
2012,Courtney Fortson,PG,23,LAC,4,11.4,17,8,5,0,0
2012,Courtney Fortson,PG,23,HOU,6,8.5,18,7,5,3,0
2012,Courtney Lee,SG,26,HOU,58,12.6,660,159,88,68,22
2012,Craig Brackins,PF,24,PHI,14,4.3,22,15,8,0,1
2012,Craig Smith,PF,28,POR,47,13.6,156,110,19,16,5
2012,D.J. Augustin,PG,24,CHA,48,14.1,532,109,307,36,1
2012,D.J. Kennedy,SF,22,CLE,2,4.7,12,7,3,2,0
2012,D.J. White,PF,25,CHA,58,12.4,392,209,47,17,23
2012,Daequan Cook,SG,24,OKC,57,9.2,311,122,15,22,11
2012,Dahntay Jones,SF,31,IND,65,10.3,346,117,63,23,11
2012,DaJuan Summers,SF,24,NOH,15,9,68,23,10,7,0
2012,Damien Wilkins,SF,32,DET,60,6.9,193,100,44,29,13
2012,Damion James,SF,24,NJN,7,6.1,34,33,3,7,7
2012,Dan Gadzuric,C,33,NYK,2,-4.3,0,5,0,1,1
2012,Daniel Gibson,SG,25,CLE,35,9.2,263,101,76,26,16
2012,Daniel Orton,PF,21,ORL,16,12.7,45,39,5,8,9
2012,Danilo Gallinari,SF,23,DEN,43,16.5,628,202,116,42,23
2012,Danny Granger,SF,28,IND,62,18.6,1159,307,109,62,40
2012,Danny Green,SG,24,SAS,66,15.5,603,228,86,58,46
2012,Dante Cunningham,PF,24,MEM,64,14.9,333,246,37,42,34
2012,Darington Hobson,SG,24,MIL,5,-3.3,4,3,6,0,0
2012,Darius Morris,PG,21,LAL,19,5.2,46,16,21,2,0
2012,Darko Milicic,C,26,MIN,29,9,134,97,17,9,25
2012,Darren Collison,PG,24,IND,60,13.6,621,187,287,49,14
2012,Darryl Watkins,C,27,NOH,5,10.8,23,27,3,5,4
2012,David Lee,PF,28,GSW,57,19.7,1147,545,162,54,22
2012,David West,PF,31,IND,66,17.8,842,433,140,52,46
2012,DeAndre Jordan,C,23,LAC,66,16.4,486,546,17,30,134
2012,DeAndre Liggins,SF,23,ORL,17,8.9,33,15,5,6,0
2012,DeJuan Blair,PF,22,SAS,64,17.6,611,351,78,59,12
2012,Delonte West,PG,28,DAL,44,15.3,421,101,139,58,11
2012,DeMar DeRozan,SG,22,TOR,63,12.8,1054,211,128,48,17
2012,DeMarcus Cousins,C,21,SAC,64,21.7,1160,703,102,93,75
2012,DeMarre Carroll,PF,25,DEN,4,25.2,12,3,3,0,0
2012,DeMarre Carroll,SF,25,UTA,20,10.1,95,50,15,12,1
2012,Dennis Horner,PF,23,NJN,8,6.6,5,5,0,0,0
2012,Derek Fisher,PG,37,LAL,43,8.8,252,92,142,40,3
2012,Derek Fisher,PG,37,OKC,20,5.9,98,29,28,11,1
2012,Deron Williams,PG,27,NJN,55,20.3,1154,183,481,67,20
2012,Derrick Brown,SF,24,CHA,65,14.7,524,236,67,48,12
2012,Derrick Byars,PF,27,SAS,2,14.9,10,11,1,2,0
2012,Derrick Favors,PF,20,UTA,65,17.1,570,425,43,38,65
2012,Derrick Rose,PG,23,CHI,39,23,852,131,307,35,28
2012,Derrick Williams,PF,20,MIN,66,12.9,583,311,38,30,31
2012,DeSagana Diop,C,30,CHA,27,6.8,31,85,23,6,13
2012,DeShawn Stevenson,SF,30,NJN,51,4.3,148,101,41,19,4
2012,Devin Ebanks,SG,22,LAL,24,8.3,97,54,12,11,6
2012,Devin Harris,PG,28,UTA,63,16,715,112,316,64,13
2012,Dexter Pittman,C,23,MIA,35,10.4,106,71,9,8,8
2012,Dirk Nowitzki,PF,33,DAL,62,21.7,1342,418,136,42,30
2012,Dominic McGuire,PF,26,GSW,64,11.8,227,246,110,44,36
2012,Dominique Jones,SG,23,DAL,33,11.8,88,44,42,10,5
2012,Donald Sloan,PG,24,ATL,5,11.6,6,5,5,1,0
2012,Donald Sloan,PG,24,NOH,3,8,12,3,8,2,0
2012,Donald Sloan,PG,24,CLE,25,8.9,165,59,92,10,3
2012,Donte Greene,PF,23,SAC,53,11.8,285,133,34,18,29
2012,Dorell Wright,SF,26,GSW,61,15,629,278,94,58,26
2012,Drew Gooden,C,30,MIL,56,18.8,766,363,144,46,34
2012,Dwight Howard,C,26,ORL,54,24.2,1113,785,104,81,116
2012,Dwyane Wade,SG,30,MIA,49,26.3,1082,237,225,82,63
2012,E'Twaun Moore,PG,22,BOS,38,8.8,110,33,34,11,3
2012,Earl Barron,C,30,GSW,2,4.7,4,1,0,0,0
2012,Earl Boykins,PG,35,HOU,8,10.3,39,11,17,1,0
2012,Earl Clark,PF,24,ORL,45,8.1,123,124,18,12,32
2012,Earl Watson,PG,32,UTA,50,9.5,149,121,217,54,22
2012,Ed Davis,PF,22,TOR,66,14.2,415,438,60,40,63
2012,Eddy Curry,C,29,MIA,14,3.6,30,12,1,0,2
2012,Eduardo Najera,PF,35,CHA,22,9.3,58,50,12,19,4
2012,Edwin Ubiles,SF,25,WAS,4,7.3,14,10,1,1,1
2012,Ekpe Udoh,C,24,GSW,38,11.5,210,147,31,25,65
2012,Ekpe Udoh,C,24,MIL,23,14.3,130,107,26,15,37
2012,Elliot Williams,SG,22,POR,24,18.8,88,19,6,6,3
2012,Elton Brand,C,32,PHI,60,18,659,429,97,58,97
2012,Emeka Okafor,C,29,NOH,27,15.1,266,213,24,16,26
2012,Enes Kanter,C,19,UTA,66,14.5,304,278,8,18,23
2012,Eric Bledsoe,PG,22,LAC,40,11.2,132,65,66,31,14
2012,Eric Dawson,C,27,SAS,4,14.6,15,10,0,1,2
2012,Eric Gordon,PG,23,NOH,9,19.2,185,25,31,13,4
2012,Eric Maynor,PG,24,OKC,9,9.1,38,13,22,5,0
2012,Erick Dampier,C,36,ATL,15,5.5,2,25,4,1,4
2012,Ersan Ilyasova,PF,24,MIL,60,20.5,782,529,71,42,44
2012,Evan Turner,SF,23,PHI,65,12.6,610,376,180,40,20
2012,Francisco Elson,C,35,PHI,5,6.3,2,1,1,1,1
2012,Francisco Garcia,SF,30,SAC,49,10.7,234,99,31,36,37
2012,Gary Forbes,SG,26,TOR,48,13.3,319,102,54,24,4
2012,Gary Neal,SG,27,SAS,56,14.2,557,118,117,27,2
2012,George Hill,PG,25,IND,50,15.7,481,151,145,42,17
2012,Gerald Green,SF,26,NJN,31,15.8,400,108,34,28,17
2012,Gerald Henderson,SG,24,CHA,55,14,830,225,126,49,20
2012,Gerald Wallace,SF,29,POR,42,15.5,557,277,115,62,25
2012,Gerald Wallace,SF,29,NJN,16,17.2,243,109,49,23,11
2012,Gilbert Arenas,PG,30,MEM,17,9.9,72,18,18,11,1
2012,Glen Davis,PF,26,ORL,61,13.2,566,331,47,43,19
2012,Goran Dragic,PG,25,HOU,66,18,775,168,351,85,10
2012,Gordon Hayward,SF,21,UTA,66,15.5,782,230,207,53,41
2012,Grant Hill,SF,39,PHO,49,12.3,499,171,107,41,29
2012,Greg Monroe,C,21,DET,66,22,1015,637,152,83,46
2012,Greg Smith,C,21,HOU,8,12.3,14,20,1,2,5
2012,Greg Stiemsma,C,26,BOS,55,13.6,161,177,28,37,85
2012,Greivis Vasquez,SG,25,NOH,66,14.2,589,173,359,60,8
2012,Gustavo Ayon,PF,26,NOH,54,16.7,319,265,74,53,46
2012,Hakim Warrick,PF,29,PHO,35,13.1,225,92,30,8,3
2012,Hamady N'Diaye,C,25,WAS,3,-13.1,0,0,0,0,0
2012,Hamed Haddadi,C,26,MEM,35,16.3,70,71,8,1,26
2012,Hasheem Thabeet,C,24,HOU,5,16.4,6,7,0,0,2
2012,Hasheem Thabeet,C,24,POR,15,11.6,29,35,0,1,8
2012,Hassan Whiteside,C,22,SAC,18,16.2,29,39,0,3,15
2012,Hedo Turkoglu,SF,32,ORL,53,11.7,576,199,233,45,17
2012,Henry Walker,SG,24,NYK,32,8.2,189,80,37,19,7
2012,Ian Mahinmi,C,25,DAL,61,13.5,354,289,12,38,31
2012,Ike Diogu,PF,28,SAS,2,-2.9,2,1,0,0,0
2012,Iman Shumpert,PG,21,NYK,59,10.8,563,186,164,101,8
2012,Isaiah Thomas,PG,22,SAC,65,17.6,749,168,266,53,8
2012,Ish Smith,PG,23,GSW,6,16.7,27,9,9,4,0
2012,Ish Smith,PG,23,ORL,20,13.1,45,26,32,11,2
2012,Ivan Johnson,PF,27,ATL,56,14.3,356,226,32,43,18
2012,J.J. Barea,PG,27,MIN,41,14.9,463,114,232,21,0
2012,J.J. Hickson,PF,23,SAC,35,9.9,165,177,22,18,17
2012,J.J. Hickson,PF,23,POR,19,20.2,287,158,23,12,18
2012,J.J. Redick,SG,27,ORL,65,15.1,751,150,164,27,6
2012,J.R. Smith,SG,26,NYK,35,15.2,436,136,84,54,6
2012,JaJuan Johnson,PF,22,BOS,36,11.4,114,58,6,5,14
2012,Jamaal Magloire,C,33,TOR,34,2.7,41,113,6,4,10
2012,Jamaal Tinsley,PG,33,UTA,37,10.9,137,45,123,17,8
2012,Jamal Crawford,PG,31,POR,60,15.7,837,118,191,55,14
2012,Jamario Moon,SF,31,CHA,8,3.4,18,22,5,1,5
2012,Jameer Nelson,PG,29,ORL,57,14.6,676,181,325,38,5
2012,James Anderson,SG,22,SAS,51,8.8,190,79,41,8,2
2012,James Harden,SG,22,OKC,62,21.1,1044,252,229,62,15
2012,James Johnson,SF,24,TOR,62,14.5,566,292,122,71,84
2012,James Jones,SG,31,MIA,51,9.7,185,49,19,17,9
2012,James Singleton,PF,30,WAS,12,19.6,98,81,15,9,8
2012,Jan Vesely,PF,21,WAS,57,11.5,267,249,47,39,32
2012,Jannero Pargo,PG,32,ATL,50,13.6,282,73,96,20,2
2012,Jared Dudley,SG,26,PHO,65,15.4,823,301,112,49,19
2012,Jared Jeffries,PF,30,NYK,39,10.9,170,152,26,29,25
2012,Jarrett Jack,PG,28,NOH,45,17.9,700,176,285,31,9
2012,Jason Collins,C,33,ATL,30,3.7,39,48,10,4,3
2012,Jason Kapono,SG,30,LAL,27,4.5,54,14,11,3,0
2012,Jason Kidd,PG,38,DAL,48,13.1,299,198,264,82,10
2012,Jason Maxiell,PF,28,DET,65,11.7,424,333,41,32,50
2012,Jason Richardson,SG,31,ORL,54,13.3,629,194,107,53,22
2012,Jason Smith,PF,25,NOH,40,16.6,396,196,34,21,41
2012,Jason Terry,SG,34,DAL,63,15.7,950,149,226,73,11
2012,Jason Thompson,PF,25,SAC,64,16.4,583,443,79,43,44
2012,JaVale McGee,C,24,WAS,41,19.6,486,362,25,25,101
2012,JaVale McGee,C,24,DEN,20,20.5,205,115,6,10,31
2012,Jeff Adrien,PF,25,HOU,8,11.2,21,22,1,0,2
2012,Jeff Ayres,C,24,IND,20,13.4,34,33,4,3,2
2012,Jeff Foote,C,24,NOH,4,-0.9,4,6,0,0,1
2012,Jeff Foster,C,35,IND,11,11.1,25,42,4,8,1
2012,Jeff Teague,PG,23,ATL,66,15.8,831,159,321,106,37
2012,Jeremy Evans,SF,24,UTA,29,19.6,62,50,13,6,24
2012,Jeremy Lin,PG,23,NYK,35,19.9,512,107,216,55,9
2012,Jeremy Pargo,PG,25,MEM,44,4.4,126,37,55,15,0
2012,Jeremy Tyler,C,20,GSW,42,10.4,205,140,16,16,20
2012,Jermaine O'Neal,C,33,BOS,25,9.4,125,135,10,8,43
2012,Jerome Dyson,PG,24,NOH,9,11.3,67,19,18,11,2
2012,Jerome Jordan,C,25,NYK,21,18.3,42,27,4,1,6
2012,Jerry Smith,PG,24,NJN,5,7.8,7,7,4,5,0
2012,Jerry Stackhouse,SF,37,ATL,30,11.5,108,23,14,10,3
2012,Jerryd Bayless,PG,23,TOR,31,17.7,353,66,118,24,4
2012,Jimmer Fredette,PG,22,SAC,61,10.8,462,73,108,30,3
2012,Jimmy Butler,SG,22,CHI,42,12.5,109,56,14,11,5
2012,Joakim Noah,C,26,CHI,64,19.6,652,629,160,41,92
2012,Jodie Meeks,SG,24,PHI,66,11.5,556,161,54,40,3
2012,Joe Johnson,SG,30,ATL,60,18.4,1129,221,232,48,13
2012,Joel Anthony,C,29,MIA,64,10.3,219,250,9,36,84
2012,Joel Przybilla,C,32,POR,27,6,55,138,6,4,16
2012,Johan Petro,C,26,NJN,59,10.3,250,224,45,21,23
2012,John Lucas,PG,29,CHI,49,16.3,369,76,108,19,1
2012,John Salmons,SF,32,SAC,46,9,344,134,93,37,7
2012,John Wall,PG,21,WAS,66,17.7,1076,300,530,95,57
2012,Jon Brockman,PF,24,MIL,35,6.6,37,75,9,4,1
2012,Jon Leuer,PF,22,MIL,46,15.3,218,120,25,14,17
2012,Jonas Jerebko,PF,24,DET,64,14.2,556,308,43,41,21
2012,Jonny Flynn,PG,22,HOU,11,8.8,37,8,28,3,1
2012,Jonny Flynn,PG,22,POR,18,12.3,94,31,68,3,1
2012,Jordan Crawford,SG,23,WAS,64,14.5,938,168,190,59,5
2012,Jordan Farmar,PG,25,NJN,39,17.4,406,61,129,24,2
2012,Jordan Hamilton,SF,21,DEN,26,13.9,115,62,20,4,3
2012,Jordan Hill,C,24,HOU,32,15.1,161,155,14,9,21
2012,Jordan Hill,C,24,LAL,7,19.3,33,31,2,5,6
2012,Jordan Williams,C,21,NJN,43,14.5,197,156,11,21,15
2012,Jose Calderon,PG,30,TOR,53,16.7,555,160,468,47,3
2012,Josh Childress,SF,28,PHO,34,11.1,100,95,34,14,6
2012,Josh Davis,PF,31,MEM,15,11.3,28,27,6,7,1
2012,Josh Harrellson,PF,22,NYK,37,13.7,162,144,11,23,20
2012,Josh Howard,SF,31,UTA,43,10.5,372,158,50,32,10
2012,Josh McRoberts,PF,24,LAL,50,10.9,138,171,51,15,18
2012,Josh Selby,PG,20,MEM,28,3.3,63,15,30,7,0
2012,Josh Smith,PF,26,ATL,66,21.1,1239,632,257,93,115
2012,Jrue Holiday,PG,21,PHI,65,14.7,879,212,290,103,18
2012,Julyan Stone,SG,23,DEN,22,13,36,25,37,8,6
2012,Justin Dentmon,PG,26,SAS,2,1.6,4,1,1,1,0
2012,Justin Dentmon,PG,26,TOR,4,5.7,22,7,9,1,0
2012,Justin Harper,PF,22,ORL,14,1.7,20,12,2,2,3
2012,Juwan Howard,PF,38,MIA,28,3.6,42,47,10,4,1
2012,Kawhi Leonard,SF,20,SAS,64,16.6,507,327,70,85,24
2012,Keith Benson,C,23,GSW,3,6,0,3,0,0,0
2012,Keith Bogans,SF,31,NJN,5,4.8,21,11,3,2,0
2012,Kelenna Azubuike,SG,28,DAL,3,-3.4,7,0,0,1,0
2012,Kemba Walker,PG,21,CHA,66,14.9,799,234,289,60,20
2012,Kendrick Perkins,C,27,OKC,65,8.7,329,426,78,25,73
2012,Kenneth Faried,PF,22,DEN,46,21.9,471,352,36,34,47
2012,Kenyon Martin,PF,34,LAC,42,9.9,217,181,18,44,43
2012,Kevin Durant,SF,23,OKC,66,26.2,1850,527,231,88,77
2012,Kevin Garnett,C,35,BOS,60,20.4,947,494,175,56,61
2012,Kevin Love,PF,23,MIN,55,25.4,1432,734,111,47,28
2012,Kevin Martin,SG,28,HOU,40,16.5,682,106,110,28,3
2012,Kevin Seraphin,C,22,WAS,57,15.8,453,280,33,19,76
2012,Keyon Dooling,SG,31,BOS,46,6.9,182,39,51,13,2
2012,Kirk Hinrich,SG,31,ATL,48,9.2,316,101,132,38,11
2012,Klay Thompson,SG,21,GSW,66,14.9,826,161,133,49,20
2012,Kobe Bryant,SG,33,LAL,58,21.9,1616,313,264,69,18
2012,Kosta Koufos,C,22,DEN,48,17.3,263,258,15,24,41
2012,Kris Humphries,PF,26,NJN,62,17.9,855,681,90,50,74
2012,Kurt Thomas,C,39,POR,53,9.5,160,188,46,24,31
2012,Kwame Brown,C,29,GSW,9,11.1,57,57,4,8,0
2012,Kyle Korver,SG,30,CHI,65,13.6,529,159,112,36,15
2012,Kyle Lowry,PG,25,HOU,47,18.8,670,213,310,73,14
2012,Kyrie Irving,PG,19,CLE,51,21.4,944,191,275,54,20
2012,Kyrylo Fesenko,C,25,IND,3,29.8,8,9,1,2,0
2012,Lamar Odom,SF,32,DAL,50,9.2,332,208,83,20,18
2012,LaMarcus Aldridge,PF,26,POR,55,22.7,1191,442,134,51,45
2012,Lance Stephenson,SG,21,IND,42,7,106,53,46,21,5
2012,Lance Thomas,PF,23,NOH,42,10.1,166,126,12,10,7
2012,Landry Fields,SG,23,NYK,66,12,580,278,169,79,17
2012,Larry Hughes,PG,33,ORL,9,-4.8,12,5,7,2,0
2012,Larry Owens,SF,29,NJN,7,5.8,13,13,4,0,1
2012,Larry Sanders,PF,23,MIL,52,13.3,186,160,33,32,76
2012,Lavoy Allen,PF,22,PHI,41,12.7,169,171,34,13,18
2012,Lazar Hayward,SF,25,OKC,26,3.1,37,16,4,3,1
2012,Leandro Barbosa,SG,29,TOR,42,14.2,512,79,63,36,7
2012,Leandro Barbosa,SG,29,IND,22,13.4,196,49,33,20,0
2012,LeBron James,SF,27,MIA,62,30.7,1683,492,387,115,50
2012,Lester Hudson,PG,27,CLE,13,14.7,165,46,35,14,3
2012,Lester Hudson,PG,27,MEM,3,0.4,9,0,1,0,0
2012,Linas Kleiza,SF,27,TOR,49,12.4,473,199,46,23,4
2012,Lou Amundson,PF,29,IND,60,11.5,213,222,14,27,44
2012,Lou Williams,PG,25,PHI,64,20.2,956,155,221,53,18
2012,Luc Mbah,PF,25,MIL,43,13.9,333,227,29,40,22
2012,Luis Scola,PF,31,HOU,66,15.4,1025,428,140,35,24
2012,Luke Babbitt,SF,22,POR,40,11.3,202,95,16,10,4
2012,Luke Harangody,PF,24,CLE,21,10.4,60,53,6,6,3
2012,Luke Ridnour,SG,30,MIN,53,13.6,639,141,252,56,16
2012,Luke Walton,SF,31,LAL,9,8.9,12,14,5,2,0
2012,Luke Walton,PF,31,CLE,21,2.2,43,35,30,3,1
2012,Luol Deng,SF,26,CHI,54,14.1,828,350,157,56,36
2012,Malcolm Lee,SG,21,MIN,19,9.3,62,26,31,8,4
2012,Malcolm Thomas,PF,23,SAS,3,7.1,1,3,1,1,1
2012,Manny Harris,SG,22,CLE,26,11.7,173,70,31,13,6
2012,Manu Ginobili,SG,34,SAS,34,24.1,440,116,151,24,12
2012,Marc Gasol,C,27,MEM,65,18.4,952,579,204,62,121
2012,Marcin Gortat,C,27,PHO,66,21.2,1017,659,59,48,99
2012,Marco Belinelli,SG,25,NOH,66,11.9,780,172,101,48,5
2012,Marcus Camby,C,37,POR,40,14.5,152,354,75,33,56
2012,Marcus Camby,C,37,HOU,19,19.6,135,176,32,17,29
2012,Marcus Morris,PF,22,HOU,17,3.8,40,16,3,2,2
2012,Marcus Thornton,SG,24,SAC,51,17.4,952,188,98,71,12
2012,Mario Chalmers,PG,25,MIA,64,13,627,171,222,97,11
2012,Markieff Morris,PF,22,PHO,63,12.1,467,279,65,41,42
2012,Marquis Daniels,SG,31,BOS,38,8.1,121,66,47,21,9
2012,Marreese Speights,PF,24,MEM,60,14.1,526,374,48,21,29
2012,MarShon Brooks,SG,23,NJN,56,12.9,708,200,131,52,15
2012,Martell Webster,SF,25,MIN,47,10,324,168,40,31,17
2012,Marvin Williams,SF,25,ATL,57,15.8,579,294,71,47,18
2012,Matt Barnes,SF,31,LAL,63,15.5,491,344,126,35,48
2012,Matt Bonner,PF,31,SAS,65,13.2,429,214,61,15,21
2012,Matt Carroll,SG,31,CHA,53,5.6,142,58,38,16,7
2012,Maurice Evans,SF,33,WAS,24,9,117,24,9,14,0
2012,Mehmet Okur,C,32,NJN,17,8.4,130,81,30,9,5
2012,Metta World,SF,32,LAL,64,11,493,218,140,69,27
2012,Michael Beasley,SF,23,MIN,47,13,541,207,45,18,19
2012,Michael Redd,SG,32,PHO,51,13.9,418,77,33,13,0
2012,Mickael Pietrus,SG,29,BOS,42,8.5,289,130,25,21,10
2012,Mickell Gladness,PF,25,MIA,8,1.8,2,11,2,1,1
2012,Mickell Gladness,PF,25,GSW,18,10.5,54,47,3,3,19
2012,Mike Bibby,PG,33,NYK,39,7.8,103,59,80,21,3
2012,Mike Conley,PG,24,MEM,62,16.8,788,156,404,136,11
2012,Mike Dunleavy,SF,31,MIL,55,16.6,677,204,117,28,8
2012,Mike James,PG,36,CHI,11,13.7,53,10,29,4,2
2012,Mike Miller,SG,31,MIA,39,11.4,237,128,42,14,6
2012,Mikki Moore,C,36,GSW,7,6.3,24,22,5,3,3
2012,Mo Williams,SG,29,LAC,52,15,685,99,160,51,7
2012,Monta Ellis,SG,26,GSW,37,18.6,811,127,223,56,12
2012,Monta Ellis,SG,26,MIL,21,15.4,370,73,123,29,6
2012,Morris Almond,SG,26,WAS,4,8.7,14,8,2,7,0
2012,Mychel Thompson,SG,23,CLE,5,2.2,18,5,7,2,1
2012,Nate Robinson,PG,27,GSW,51,18,570,100,231,59,2
2012,Nazr Mohammed,C,34,OKC,63,11,171,170,14,20,37
2012,Nene Hilario,C,29,DEN,28,16.7,376,208,61,36,25
2012,Nene Hilario,C,29,WAS,11,24.2,159,83,19,6,13
2012,Nick Collison,PF,31,OKC,63,12.1,284,274,82,33,28
2012,Nick Young,SG,26,WAS,40,14.2,665,97,46,30,11
2012,Nick Young,SG,26,LAC,22,9.9,214,36,10,14,6
2012,Nicolas Batum,SF,23,POR,59,17.3,818,271,84,57,60
2012,Nikola Pekovic,C,26,MIN,47,21.4,651,346,31,29,31
2012,Nikola Vucevic,C,21,PHI,51,14.3,283,246,31,20,34
2012,Nolan Smith,PG,23,POR,44,7.8,167,56,62,18,3
2012,Norris Cole,PG,23,MIA,65,7.9,441,91,133,44,2
2012,O.J. Mayo,SG,24,MEM,66,14.7,833,210,169,71,23
2012,Omer Asik,C,25,CHI,66,13.4,205,350,32,30,68
2012,Omri Casspi,SF,23,CLE,65,11.2,459,228,66,37,21
2012,Patrick Patterson,PF,22,HOU,64,11.5,490,286,53,27,36
2012,Patty Mills,PG,23,SAS,16,21.5,165,28,39,10,1
2012,Pau Gasol,PF,31,LAL,65,20.4,1129,678,237,37,88
2012,Paul George,SG,21,IND,66,16.5,798,370,158,108,38
2012,Paul Millsap,PF,26,UTA,64,21.8,1061,563,150,118,52
2012,Paul Pierce,SF,34,BOS,61,19.6,1181,317,274,70,26
2012,Quentin Richardson,SF,31,ORL,48,8.7,215,123,38,28,6
2012,Quincy Pondexter,SF,23,MEM,64,9.4,271,126,27,27,5
2012,Raja Bell,SG,35,UTA,34,8.3,217,49,38,13,2
2012,Rajon Rondo,PG,25,BOS,53,17.5,630,257,620,95,3
2012,Ramon Sessions,PG,25,CLE,41,16.4,430,127,212,27,1
2012,Ramon Sessions,PG,25,LAL,23,17.3,291,87,142,17,2
2012,Randy Foye,SG,28,LAC,65,13.5,712,138,146,46,24
2012,Rashard Lewis,SF,32,WAS,28,9.3,217,109,27,23,10
2012,Rasual Butler,SF,32,TOR,34,4.8,110,66,19,7,5
2012,Ray Allen,SG,36,BOS,46,14.8,655,142,109,49,8
2012,Raymond Felton,PG,27,POR,60,13.4,684,149,390,78,10
2012,Reggie Evans,PF,31,LAC,56,9.2,104,271,17,31,6
2012,Reggie Jackson,PG,21,OKC,45,9.2,140,53,71,25,1
2012,Reggie Williams,SF,25,CHA,33,12.4,274,93,60,20,3
2012,Renaldo Balkman,SF,27,NYK,14,14.3,42,26,5,4,3
2012,Richard Hamilton,SG,33,CHI,28,13.2,326,66,84,12,1
2012,Richard Jefferson,SF,31,SAS,41,10.9,379,143,55,25,12
2012,Richard Jefferson,SF,31,GSW,22,11.6,199,76,33,12,7
2012,Ricky Rubio,PG,21,MIN,41,14.6,436,171,336,91,8
2012,Robin Lopez,C,23,PHO,64,15.2,348,209,20,18,60
2012,Rodney Stuckey,SG,25,DET,55,17.6,812,142,210,44,10
2012,Rodrigue Beaubois,PG,23,DAL,53,15.3,472,151,152,56,28
2012,Roger Mason,SG,31,WAS,52,12.1,286,69,47,13,5
2012,Ronnie Brewer,SG,26,CHI,66,12.3,455,231,137,72,21
2012,Ronnie Price,PG,28,PHO,36,8.4,131,56,67,34,3
2012,Ronny Turiaf,C,29,WAS,4,10.8,6,12,5,6,3
2012,Ronny Turiaf,C,29,MIA,13,12.6,45,58,5,8,14
2012,Roy Hibbert,C,25,IND,65,19.3,834,572,108,32,128
2012,Royal Ivey,SG,30,OKC,34,4.7,71,24,10,14,0
2012,Rudy Fernandez,SG,26,DEN,31,13.3,268,65,75,31,3
